,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,Aging Bucket
28,U001,100031704,DELHAIZE associates,2020-03-04 04:16:10.000000000,2020,1930789873,2020-04-15,2020-04-30,2020-04-15,NAA8,70181.07,
29,U001,200769623,WAL-MAR trust,2020-04-08 22:04:42.156250000,2020,1930705172,2020-03-28,2020-04-12,2020-03-28,NAH4,3403.8,
30,U001,200744019,TARG systems,2020-05-07 07:02:27.250000000,2020,1930620634,2020-10-03,2020-05-14,2020-03-10,NAGD,10665.53,
31,U001,200769623,WAL-MAR ,2020-04-10 06:17:47.875000000,2020,1930676002,2020-03-21,2020-04-05,2020-03-21,NAH4,7280.51,0-15
32,U001,200726979,BJ'S  corporation,2020-03-31 12:49:17.250000000,2020,1930585378,2020-02-03,2020-03-17,2020-03-02,NAA8,13681.7,0-15
33,U001,200706844,WINC associates,2020-05-04 07:55:01.125000000,2020,1930773419,2020-07-04,2020-04-22,2020-04-07,NAA8,33947.85,0-15
34,U001,200793830,M llc,2020-03-31 19:07:51.000000000,2020,1930767747,2020-08-04,2020-04-23,2020-04-08,NAA8,4537.14,
35,U001,200769623,WAL-MAR foundation,2020-05-25 02:05:06.250000000,2020,1930750455,2020-06-04,2020-04-21,2020-04-06,NAH4,14355.96,31-45
36,U001,200769623,WAL-MAR systems,2020-05-15 18:38:42.500000000,2020,1930738904,2020-03-04,2020-04-18,2020-04-03,NAH4,367.71,16-30
37,U001,200769623,WAL-MAR trust,2020-06-24 13:46:41.000000000,2020,1930862467,2020-06-05,2020-05-21,2020-05-06,NAH4,56284.77,31-45
38,U001,200769623,WAL-MAR systems,2020-03-21 07:01:11.937500000,2020,1930582162,2020-02-29,2020-03-15,2020-02-29,NAH4,50493.86,0-15
39,U001,200769623,WAL-MAR llc,2020-05-04 20:56:50.914062500,2020,1930802490,2020-04-21,2020-05-06,2020-04-21,NAH4,15489.43,
40,CA02,140104423,METRO  llc,2020-03-27 03:45:10.250000000,2020,2960617050,2020-02-27,2020-03-11,2020-03-01,CA10,93179.35199999998,16-30
41,U001,200726979,BJ'S  systems,2020-04-19 18:18:45.500000000,2020,1930801417,2020-04-19,2020-05-04,2020-04-19,NAA8,360.33,
42,U001,200743996,STATER  llc,2020-04-21 16:33:59.000000000,2020,1930660304,2020-03-16,2020-05-20,2020-03-16,NAGD,3826.03,
43,U001,200752302,KROGER trust,2020-04-27 09:23:33.000000000,2020,1930733767,2020-02-04,2020-04-17,2020-04-02,NAA8,96674.05,0-15
44,CA02,140105686,SYSC llc,2020-05-08 16:08:32.125000000,2020,2960633120,2020-06-05,2020-05-18,2020-05-08,CA10,43230.299,
45,U001,200711029,WEGMAN corp,2020-05-27 12:46:52.750000000,2020,1930742932,2020-03-04,2020-04-18,2020-04-03,NAA8,14382.22,31-45
46,CA02,CCU001,KRAFT  corporation,2019-12-24 22:37:59.000000000,2020,2960622220,2020-03-20,2020-04-27,2020-03-23,NAG2,17828.068999999996,
47,U001,200769623,WAL-MAR llc,2020-05-04 23:29:03.507812500,2020,1930804924,2020-04-21,2020-05-06,2020-04-21,NAH4,35509.95,
48,U001,200769623,WAL-MAR associates,2020-05-25 03:06:14.250000000,2020,1930746955,2020-05-04,2020-04-20,2020-04-05,NAH4,13512.61,31-45
49,U001,200772670,ASSOCIAT corp,2020-03-31 10:54:06.125000000,2020,1930698156,2020-03-24,2020-04-08,2020-03-24,NAU5,24421.33,
50,U001,200769623,WAL-MAR co,2020-05-05 20:51:52.718750000,2020,1930801200,2020-04-19,2020-05-04,2020-04-19,NAH4,11217.33,0-15
51,U001,200769623,WAL-MAR systems,2020-05-27 08:10:40.500000000,2020,1930776682,2020-04-13,2020-04-28,2020-04-13,NAH4,12554.13,16-30
52,U001,200720238,WOODM co,2020-05-11 10:12:36.500000000,2020,1930858727,2020-06-05,2020-05-21,2020-05-06,NAA8,126919.03,
53,CA02,140106408,WAL-M in,2020-05-14 06:13:31.000000000,2020,2960631200,2020-04-25,2020-05-05,2020-04-25,CA10,28537.684,0-15
54,U001,200769623,WAL-MAR us,2020-04-30 02:22:58.500000000,2020,1930653060,2020-03-15,2020-03-30,2020-03-15,NAH4,50202.83,31-45
55,U001,200769623,WAL-MAR us,2020-05-23 02:15:22.500000000,2020,1930715979,2020-01-04,2020-04-16,2020-04-01,NAH4,8299.7,31-45
56,U001,200799367,MCL corporation,2020-04-24 15:44:13.125000000,2020,1930673430,2020-03-24,2020-04-08,2020-03-24,NAA8,51602.13,16-30
57,U001,200759878,SA co,2020-04-26 18:02:47.156250000,2020,1930783249,2020-04-14,2020-04-29,2020-04-14,NAH4,18900.99,
58,U001,200794332,COST corp,2020-04-21 04:58:58.750000000,2020,1930638145,2020-03-14,2020-03-29,2020-03-14,NAAX,49467.7,16-30
59,U001,200515231,US  us,2020-04-17 23:35:19.031250000,2020,1930768145,2020-09-04,2020-04-24,2020-04-09,NAA8,10187.66,
60,U001,200782669,SYGMA corp,2020-04-05 01:46:21.062500000,2020,1930636977,2020-03-13,2020-03-28,2020-03-13,NAA8,237.4,0-15
61,U001,200769623,WAL-MAR foundation,2020-06-16 20:22:50.000000000,2020,1930882979,2020-12-05,2020-05-27,2020-05-12,NAH4,11532.84,16-30
62,U001,200769623,WAL-MAR ,2020-04-08 12:17:48.570312500,2020,1930692833,2020-03-24,2020-04-08,2020-03-24,NAH4,20017.92,0-15
63,U001,200331749,SYSC foundation,2020-03-14 13:01:38.984375000,2020,1930579080,2020-02-28,2020-03-14,2020-02-28,NAA8,5320.85,0-15
64,U001,200772670,ASSOCIAT associates,2020-05-01 12:30:13.812500000,2020,1930819529,2020-04-23,2020-05-08,2020-04-23,NAU5,30900.83,
65,U001,200772670,ASSOCIAT us,2020-05-02 14:20:10.125000000,2020,1930736164,2020-02-04,2020-04-17,2020-04-02,NAU5,65843.26,16-30
66,U001,200706844,WINC foundation,2020-04-18 07:35:36.250000000,2020,1930599854,2020-04-03,2020-03-19,2020-03-04,NAA8,359.44,31-45
67,U001,100043975,JAVA ,2020-04-22 19:16:12.937500000,2020,1930740345,2020-03-04,2020-04-18,2020-04-03,NAA8,1427.36,0-15
68,U001,200762301,C&S WH in,2020-03-15 07:47:37.687500000,2020,1930592552,2020-04-03,2020-03-19,2020-03-04,NAC6,99091.71,
69,U001,200148860,DOLLA associates,2020-06-21 00:08:20.875000000,2020,1930732920,2020-03-04,2020-06-07,2020-04-03,NAGD,6543.44,0-15
70,CA02,100027744,OMEGA AD in,2019-11-18 01:11:30.000000000,2020,2960635652,2020-05-19,2020-05-19,2020-05-19,CAB1,4924.5,
71,U001,100031704,DELHAIZE co,2020-04-02 00:28:49.125000000,2020,1930585468,2020-01-03,2020-03-16,2020-03-01,NAA8,106394.18,16-30
72,U001,200799420,HT HA foundation,2020-06-02 08:21:12.500000000,2020,1930703225,2020-03-25,2020-04-09,2020-03-25,NAA8,801.1,46-60
73,U001,200974851,RESTA systems,2020-02-23 16:36:54.250000000,2020,1930706997,2020-03-26,2020-04-10,2020-03-26,NAA8,3566.69,
74,U001,200769623,WAL-MAR in,2020-05-08 13:27:52.937500000,2020,1930830709,2020-04-28,2020-05-13,2020-04-28,NAH4,8885.57,
75,U001,200793568,SUPE llc,2020-03-20 15:45:47.312500000,2020,1930630388,2020-10-03,2020-03-25,2020-03-10,NAA8,15893.27,
76,U001,200759878,SA foundation,2020-03-29 23:18:18.375000000,2020,1930609945,2020-06-03,2020-03-21,2020-03-06,NAH4,70180.8,0-15
77,U001,200712187,SPAR in,2020-03-31 16:01:10.250000000,2020,1930806222,2020-04-20,2020-05-05,2020-04-20,NAA8,119384.36,
78,U001,100047532,KEYSTON associates,2020-03-30 19:50:18.375000000,2020,1930592834,2020-04-03,2020-03-19,2020-03-04,NAA8,11852.54,0-15
79,U001,200794332,COST co,2020-03-17 07:37:38.437500000,2020,1930562584,2020-02-28,2020-03-19,2020-02-28,NA84,11225.42,
80,U001,200148860,DOLLA associates,2020-06-17 10:08:35.750000000,2020,1930699340,2020-03-25,2020-05-29,2020-03-25,NAGD,5456.75,16-30
81,U001,200794332,COST llc,2020-06-08 15:50:34.500000000,2020,1930862420,2020-08-05,2020-05-23,2020-05-08,NAAX,81500.86,16-30
82,U001,200555117,BURR trust,2020-04-15 11:36:10.187500000,2020,1930709963,2020-03-27,2020-04-11,2020-03-27,NAA8,749.14,0-15
83,U001,200769623,WAL-MAR in,2020-06-03 14:56:36.750000000,2020,1930878284,2020-09-05,2020-05-24,2020-05-09,NAH4,2219.89,0-15
84,U001,200772670,ASSOCIAT corp,2020-03-22 03:03:31.875000000,2020,1930683241,2020-03-21,2020-04-05,2020-03-21,NAU5,15489.78,
85,U001,200707822,PUBLI corporation,2020-05-14 04:01:44.156250000,2020,1930857983,2020-04-05,2020-05-19,2020-05-04,NAA8,126107.91,
86,CA02,140104392,FLANAG us,2020-02-05 23:20:50.250000000,2020,2960619205,2020-06-03,2020-03-20,2020-03-10,CA10,2528.673,
87,U001,200769623,WAL-MAR corp,2020-05-07 16:22:03.312500000,2020,1930831780,2020-04-28,2020-05-13,2020-04-28,NAH4,11545.38,
88,U001,200759878,SA systems,2020-03-17 01:09:51.000000000,2020,1930717567,2020-03-31,2020-04-15,2020-03-31,NAH4,47646.57,
89,U001,200705742,DOT foundation,2020-03-14 03:55:22.132812500,2020,1930581678,2020-02-28,2020-03-14,2020-02-28,NAA8,5932.51,0-15
90,U001,200793568,SUPE trust,2020-03-08 16:41:04.000000000,2020,1930690537,2020-03-23,2020-04-07,2020-03-23,NAA8,1635.76,
91,U001,200726979,BJ'S  ,2020-03-28 00:25:18.164062500,2020,1930646128,2020-12-03,2020-03-27,2020-03-12,NAA8,1286.3,0-15
92,U001,200704858,WAKE corp,2020-04-16 21:02:23.375000000,2020,1930762384,2020-09-04,2020-04-24,2020-04-09,NAA8,99568.42,
93,U001,200780383,MEIJ in,2020-03-29 20:19:32.250000000,2020,1930665025,2020-03-18,2020-04-02,2020-03-18,NAA8,3612.63,
94,U001,200762301,C&S WH associates,2020-04-21 17:45:22.437500000,2020,1930778021,2020-12-04,2020-04-27,2020-04-12,NAC6,102276.04,
95,CA02,140106271,LONGO  in,2020-03-03 17:35:57.250000000,2020,2960626604,2020-03-04,2020-04-17,2020-04-07,CA10,8615.453,
96,CA02,140104423,METRO  us,2020-04-26 01:43:03.281250000,2020,2960628851,2020-04-17,2020-05-01,2020-04-21,CA10,45059.545999999995,
97,U001,200741174,M B  co,2020-03-26 03:14:20.406250000,2020,1930657267,2020-03-16,2020-03-31,2020-03-16,NAA8,5767.83,
98,CA02,100030194,AMAZO llc,2020-01-25 15:13:50.500000000,2020,2960622411,2020-03-18,2020-03-30,2020-03-20,CA10,9851.667,
99,U001,200769623,WAL-MAR trust,2020-04-10 06:07:59.781250000,2020,1930720012,2020-03-30,2020-04-14,2020-03-30,NAH4,42379.83,
100,U001,200592182,DECA in,2020-05-02 19:29:05.750000000,2020,1930822583,2020-04-24,2020-05-09,2020-04-16,NAM4,1761.84,
101,U001,200743996,STATER  co,2020-03-12 15:46:08.750000000,2020,1930686889,2020-03-22,2020-04-06,2020-03-22,NAA8,94612.03,
102,U001,200769623,WAL-MAR in,2020-05-30 05:44:17.250000000,2020,1930787980,2020-04-15,2020-04-30,2020-04-15,NAH4,22226.35,31-45
103,U001,200749782,KROG associates,2020-05-06 08:37:20.000000000,2020,1930822131,2020-04-25,2020-05-10,2020-04-25,NAA8,88502.01,
104,U001,200744019,TARG corp,2020-04-30 03:16:41.750000000,2020,1930641073,2020-03-13,2020-05-17,2020-03-13,NAGD,1982.06,
105,U001,200769623,WAL-MAR foundation,2020-05-07 23:19:19.953125000,2020,1930804577,2020-04-21,2020-05-06,2020-04-21,NAH4,2326.08,0-15
106,U001,200705742,DOT us,2020-04-16 19:10:44.000000000,2020,1930592413,2020-02-03,2020-03-17,2020-03-02,NAA8,9822.38,31-45
107,U001,200744019,TARG trust,2020-05-21 22:13:51.093750000,2020,1930857489,2020-05-05,2020-05-20,2020-05-05,NAA8,29592.42,0-15
108,U001,200772670,ASSOCIAT associates,2020-04-15 11:28:41.171875000,2020,1930739252,2020-03-04,2020-04-18,2020-04-03,NAU5,47903.76,
109,U001,200769623,WAL-MAR corporation,2020-04-09 22:41:05.187500000,2020,1930692953,2020-03-24,2020-04-08,2020-03-24,NAH4,1898.9,0-15
110,U001,200900909,SYSCO in,2020-03-29 02:03:29.625000000,2020,1930741081,2020-03-04,2020-04-18,2020-04-03,NAA8,7524.17,
111,U001,200424504,M  in,2020-04-06 19:40:48.750000000,2020,1930830032,2020-04-28,2020-04-15,2020-04-15,NACG,2428.04,
112,U001,100031704,DELHAIZE trust,2020-06-18 10:39:29.031250000,2020,1930794735,2020-04-16,2020-06-20,2020-04-16,NAGD,1176.59,
113,U001,200764795,SYSCO  us,2020-04-02 12:02:05.000000000,2020,1930637455,2020-03-18,2020-04-19,2020-03-18,NA32,10978.51,
114,U001,200337148,COAS systems,2020-04-13 16:06:47.250000000,2020,1930587342,2020-02-03,2020-03-17,2020-03-02,NAA8,45127.79,16-30
115,U001,200416837,DEC llc,2020-03-26 13:29:40.687500000,2020,1930599382,2020-04-03,2020-03-24,2020-03-01,NAM4,398.16,0-15
116,U001,200769623,WAL-MAR llc,2020-04-10 12:26:20.875000000,2020,1930623646,2020-09-03,2020-03-24,2020-03-09,NAH4,58726.21,16-30
117,U001,200726979,BJ'S  associates,2020-03-16 15:44:34.125000000,2020,1930645815,2020-12-03,2020-03-27,2020-03-12,NAA8,588.49,
118,U001,200721222,GO us,2020-03-31 09:38:14.500000000,2020,1930800642,2020-04-20,2020-05-05,2020-04-20,NAA8,25685.07,
119,U001,200772595,SAFEW corporation,2020-05-03 22:12:04.500000000,2020,1930729101,2020-02-04,2020-04-17,2020-04-02,NAA8,10020.14,16-30
120,U001,200820380,SMITH'S trust,2020-03-30 02:09:30.500000000,2020,1930716191,2020-03-30,2020-04-14,2020-03-30,NAA8,48022.97,
121,U001,200793568,SUPE corporation,2020-04-10 13:42:49.500000000,2020,1930779652,2020-04-14,2020-04-29,2020-04-14,NAA8,36623.03,
122,U001,100043975,JAVA co,2020-04-28 13:10:50.000000000,2020,1930586661,2020-02-03,2020-03-17,2020-03-02,NAA8,7212.0,31-45
123,U001,200769623,WAL-MAR llc,2020-04-04 18:42:58.875000000,2020,1930692548,2020-03-25,2020-04-09,2020-03-25,NAH4,15797.23,
124,U001,200769623,WAL-MAR foundation,2020-04-25 23:18:08.500000000,2020,1930593446,2020-04-03,2020-03-19,2020-03-04,NAH4,14706.98,31-45
125,U001,200729290,KROGER ,2020-04-06 13:05:14.500000000,2020,1930599215,2020-04-03,2020-03-19,2020-03-04,NAA8,115494.14,16-30
126,U001,200769623,WAL-MAR us,2020-05-09 10:20:56.890625000,2020,1930827122,2020-04-27,2020-05-12,2020-04-27,NAH4,1898.9,
127,U001,200769623,WAL-MAR us,2020-05-27 11:12:13.250000000,2020,1930750644,2020-06-04,2020-04-21,2020-04-06,NAH4,37684.36,31-45
128,U001,200705372,FR corporation,2020-03-26 14:20:13.148437500,2020,1930637990,2020-03-13,2020-03-28,2020-03-13,NAA8,19961.05,
129,U001,200769623,WAL-MAR llc,2020-04-04 22:57:14.554687500,2020,1930675431,2020-03-22,2020-04-06,2020-03-22,NAH4,11826.09,
130,U001,200742791,QUI in,2020-03-18 16:02:23.375000000,2020,1930603823,2020-10-03,2020-03-25,2020-03-10,NAA8,24843.48,
131,U001,200743996,STATER  corporation,2020-03-08 06:55:49.500000000,2020,1930718352,2020-03-30,2020-04-14,2020-03-30,NAA8,32224.05,
132,U001,200769623,WAL-MAR us,2020-05-26 21:54:11.000000000,2020,1930752522,2020-06-04,2020-04-21,2020-04-06,NAH4,9937.06,31-45
133,U001,200759878,SA corporation,2020-04-14 02:32:17.250000000,2020,1930752430,2020-08-04,2020-04-23,2020-04-08,NAH4,12417.47,
134,U001,200762301,C&S WH us,2020-04-09 08:37:39.250000000,2020,1930584581,2020-02-03,2020-03-17,2020-03-02,NAC6,4301.57,16-30
135,U001,200769623,WAL-MAR ,2020-06-18 00:46:01.625000000,2020,1930885637,2020-12-05,2020-05-27,2020-05-12,NAH4,22549.83,16-30
136,U001,100043936,PAPA JO foundation,2020-04-26 13:53:45.000000000,2020,1930627707,2020-10-03,2020-03-20,2020-03-10,NA10,18145.19,31-45
137,U001,200744019,TARG co,2020-04-20 13:33:48.238281250,2020,1930748869,2020-05-04,2020-04-20,2020-04-05,NAA8,97776.0,0-15
138,U001,200740393,LABAT ,2020-03-22 09:30:11.218750000,2020,1930585380,2020-03-03,2020-03-18,2020-03-03,NAA8,52645.42,0-15
139,U001,200769623,WAL-MAR systems,2020-04-09 02:38:43.093750000,2020,1930671465,2020-03-20,2020-04-04,2020-03-20,NAH4,21113.92,0-15
140,U001,200762301,C&S WH co,2020-02-27 05:53:11.125000000,2020,1930577119,2020-02-27,2020-03-13,2020-02-27,NAC6,137768.6,
141,U001,200759878,SA in,2020-04-24 17:40:46.656250000,2020,1930748365,2020-05-04,2020-04-20,2020-04-05,NAH4,13548.66,0-15
142,U001,200759878,SA corporation,2020-04-07 14:29:37.000000000,2020,1930825574,2020-04-27,2020-05-12,2020-04-27,NAH4,35898.48,
143,U001,200704858,WAKE llc,2020-03-18 22:50:28.687500000,2020,1930655118,2020-03-16,2020-03-31,2020-03-16,NAA8,109248.63,
144,U001,200762301,C&S WH foundation,2020-03-28 22:54:53.390625000,2020,1930654407,2020-03-16,2020-03-31,2020-03-16,NAC6,7465.1,
145,U001,200803720,DEC corporation,2020-05-27 08:25:35.125000000,2020,1930872721,2020-07-05,2020-05-11,2020-05-01,NAM2,4729.18,16-30
146,U001,200078795,H T H llc,2020-06-11 00:12:33.250000000,2020,1930861108,2020-05-05,2020-05-20,2020-05-05,NAA8,1412.26,16-30
147,U001,200519201,KROGE llc,2020-03-11 09:51:38.000000000,2020,1930709582,2020-03-28,2020-04-12,2020-03-28,NAA8,15477.22,
148,U001,200744019,TARG corp,2020-04-03 12:27:25.250000000,2020,1930753198,2020-07-04,2020-04-22,2020-04-07,NAA8,19195.56,
149,U001,200786288,FAMILY in,2020-04-07 23:52:43.875000000,2020,1930759958,2020-08-04,2020-04-23,2020-04-08,NAC6,66230.48,
150,U001,200418007,AM systems,2020-04-21 03:23:27.500000000,2020,1930732102,2020-02-04,2020-04-17,2020-04-02,NAA8,47393.05,0-15
151,U001,200466603,SMITH'S systems,2020-03-20 20:38:45.250000000,2020,1930664246,2020-03-18,2020-04-02,2020-03-18,NAA8,142732.08,
152,CA02,140106408,WAL-M associates,2020-02-28 15:49:09.500000000,2020,2960622798,2020-03-23,2020-04-02,2020-03-23,CA10,5791.484999999999,
153,U001,200762301,C&S WH in,2020-06-08 21:15:49.937500000,2020,1930721389,2020-01-04,2020-06-05,2020-04-01,NAGD,7943.13,0-15
154,U001,200761734,H E BUT associates,2020-03-19 15:25:59.156250000,2020,1930632938,2020-10-03,2020-03-25,2020-03-10,NAA8,91756.55,
155,U001,200769623,WAL-MAR foundation,2020-04-15 17:28:33.250000000,2020,1930611981,2020-08-03,2020-03-23,2020-03-08,NAH4,24282.42,16-30
156,U001,200769623,WAL-MAR llc,2020-05-02 01:33:22.140625000,2020,1930793187,2020-04-18,2020-05-03,2020-04-18,NAH4,10903.6,
157,U001,200769623,WAL-MAR us,2020-04-11 21:57:02.437500000,2020,1930692727,2020-03-24,2020-04-08,2020-03-24,NAH4,51516.27,0-15
158,U001,200744019,TARG us,2020-04-22 21:35:42.250000000,2020,1930813045,2020-04-21,2020-05-06,2020-04-21,NAA8,5887.21,
159,U001,200726979,BJ'S  systems,2020-03-23 18:54:41.531250000,2020,1930643416,2020-12-03,2020-03-27,2020-03-12,NAA8,14149.02,
160,U001,200706844,WINC co,2020-04-11 19:50:27.062500000,2020,1930760026,2020-03-31,2020-04-15,2020-03-31,NAA8,38905.5,
161,U001,200418007,AM us,2020-04-30 20:58:49.875000000,2020,1930650673,2020-03-14,2020-05-18,2020-03-14,NAGD,1011.24,
162,U001,200799367,MCL in,2020-05-11 13:51:08.000000000,2020,1930720975,2020-03-31,2020-04-15,2020-03-31,NAA8,124605.44,16-30
163,U001,200772595,SAFEW corporation,2020-03-13 00:51:39.500000000,2020,1930705040,2020-03-25,2020-04-09,2020-03-25,NAA8,32039.34,
164,U001,CCU013,KRAFT F in,2020-01-26 09:31:04.000000000,2020,1930570370,2020-02-28,2020-02-28,2020-02-28,NAX2,37209.64,
165,U001,200726979,BJ'S  in,2020-03-07 21:54:22.000000000,2020,1930629390,2020-09-03,2020-03-24,2020-03-09,NAA8,467.72,
166,U001,200526831,PERISH associates,2020-03-17 19:45:59.875000000,2020,1930666168,2020-03-19,2020-04-03,2020-03-19,NAA8,134095.09,
167,U001,200769623,WAL-MAR llc,2020-06-18 03:37:00.500000000,2020,1930845835,2020-02-05,2020-05-17,2020-05-02,NAH4,292.94,31-45
168,U001,100031704,DELHAIZE corp,2020-06-02 19:35:09.500000000,2020,1930844129,2020-04-30,2020-05-15,2020-04-30,NAA8,92271.69,16-30
169,U001,200769623,WAL-MAR in,2020-04-07 02:34:29.625000000,2020,1930662779,2020-03-18,2020-04-02,2020-03-18,NAH4,35023.47,0-15
170,U001,200020431,DEC systems,2020-03-24 13:52:38.117187500,2020,1930599834,2020-04-03,2020-03-24,2020-03-01,NAM4,4551.58,0-15
171,U001,200726979,BJ'S  ,2020-05-09 22:45:01.375000000,2020,1930730591,2020-01-04,2020-04-16,2020-04-01,NAA8,261.84,16-30
172,U001,200769623,WAL-MAR foundation,2020-04-29 10:39:37.500000000,2020,1930652678,2020-03-15,2020-03-30,2020-03-15,NAH4,33837.66,31-45
173,U001,200729942,SA ,2020-03-24 00:09:00.750000000,2020,1930798198,2020-04-17,2020-05-02,2020-04-17,NAA8,11696.53,
174,U001,200705742,DOT systems,2020-05-08 23:25:27.460937500,2020,1930810367,2020-04-23,2020-05-08,2020-04-23,NAA8,8115.04,0-15
175,U001,200777735,NASH  co,2020-03-01 14:19:05.000000000,2020,1930670844,2020-03-18,2020-04-02,2020-03-18,NAA8,152067.79,
176,U001,200020431,DEC us,2020-03-31 02:12:33.250000000,2020,1930617742,2020-07-03,2020-03-24,2020-03-01,NAM4,3117.84,0-15
177,U001,200769623,WAL-MAR corp,2020-05-15 15:40:43.000000000,2020,1930748572,2020-06-04,2020-04-21,2020-04-06,NAH4,1898.2,16-30
178,U001,200759878,SA systems,2020-03-26 22:57:55.937500000,2020,1930655535,2020-03-16,2020-03-31,2020-03-16,NAH4,17060.17,
179,U001,100004536,BAS ,2020-03-17 19:27:15.250000000,2020,1930765834,2020-04-14,2020-04-29,2020-04-14,NAA8,3745.49,
180,U001,200769623,WAL-MAR corporation,2020-06-15 01:20:52.125000000,2020,1930882579,2020-11-05,2020-05-26,2020-05-11,NAH4,9163.34,16-30
181,CA02,140104409,LOB in,2020-04-11 14:55:27.156250000,2020,2960624271,2020-03-26,2020-04-07,2020-03-28,CA10,166894.25199999998,0-15
182,U001,200744019,TARG co,2020-04-09 07:41:12.187500000,2020,1930652649,2020-03-16,2020-03-31,2020-03-16,NAA8,1183.45,0-15
183,U001,200769623,WAL-MAR systems,2020-05-10 05:33:56.953125000,2020,1930803693,2020-04-23,2020-05-08,2020-04-23,NAH4,53859.97,0-15
