,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,Aging Bucket
24,U001,200744019,TARG foundation,2020-04-04 14:51:40.906250000,2020,1930648342,2020-03-15,2020-03-30,2020-03-15,NAA8,52123.3,0-15
25,U001,200769623,WAL-MAR systems,2020-03-25 20:14:56.179687500,2020,1930632791,2020-10-03,2020-03-25,2020-10-03,NAH4,14994.01,0-15
26,U001,200769623,WAL-MAR llc,2020-03-19 21:23:06.617187500,2020,1930617194,2020-06-03,2020-03-21,2020-06-03,NAH4,36.06,
27,U001,200418007,AM in,2020-05-04 21:41:45.625000000,2020,1930752243,2020-06-04,2020-04-21,2020-06-04,NAA8,25836.19,0-15
28,U001,200739006,AL foundation,2020-07-18 03:24:22.500000000,2020,1930768064,2020-04-15,2020-04-30,2020-04-15,NAA8,4309.05,Greatar than 60
29,U001,100031704,DELHAIZE associates,2020-04-22 04:57:49.187500000,2020,1930789873,2020-04-15,2020-04-30,2020-04-15,NAA8,70181.07,
30,U001,200769623,WAL-MAR trust,2020-11-14 23:22:36.250000000,2020,1930705172,2020-03-28,2020-12-04,2020-03-28,NAH4,3403.8,
31,U001,200744019,TARG systems,2020-05-19 05:35:10.687500000,2020,1930620634,2020-10-03,2020-05-14,2020-10-03,NAGD,10665.53,0-15
32,U001,200769623,WAL-MAR ,2020-05-01 05:21:05.296875000,2020,1930676002,2020-03-21,2020-05-04,2020-03-21,NAH4,7280.51,
33,U001,200726979,BJ'S  corporation,2020-04-10 00:38:54.750000000,2020,1930585378,2020-02-03,2020-03-17,2020-02-03,NAA8,13681.7,16-30
34,U001,200706844,WINC associates,2020-03-27 11:27:21.250000000,2020,1930773419,2020-07-04,2020-04-22,2020-07-04,NAA8,33947.85,
35,U001,200793830,M llc,2020-06-03 11:22:51.500000000,2020,1930767747,2020-08-04,2020-04-23,2020-08-04,NAA8,4537.14,31-45
36,U001,200769623,WAL-MAR foundation,2020-04-18 20:49:05.625000000,2020,1930750455,2020-06-04,2020-04-21,2020-06-04,NAH4,14355.96,
37,U001,200769623,WAL-MAR systems,2020-04-19 08:36:43.687500000,2020,1930738904,2020-03-04,2020-04-18,2020-03-04,NAH4,367.71,0-15
38,U001,200769623,WAL-MAR trust,2020-06-01 00:50:25.750000000,2020,1930862467,2020-06-05,2020-05-21,2020-06-05,NAH4,56284.77,0-15
39,U001,200769623,WAL-MAR systems,2020-03-21 12:30:39.000000000,2020,1930582162,2020-02-29,2020-03-15,2020-02-29,NAH4,50493.86,0-15
40,U001,200769623,WAL-MAR llc,2020-06-05 05:47:52.333984375,2020,1930802490,2020-04-21,2020-06-05,2020-04-21,NAH4,15489.43,0-15
41,CA02,140104423,METRO  llc,2020-10-12 01:31:57.250000000,2020,2960617050,2020-02-27,2020-11-03,2020-01-03,CA10,93179.352,
42,U001,200726979,BJ'S  systems,2020-04-12 10:29:52.875000000,2020,1930801417,2020-04-19,2020-04-05,2020-04-19,NAA8,360.33,0-15
43,U001,200743996,STATER  llc,2020-05-31 17:59:33.625000000,2020,1930660304,2020-03-16,2020-05-20,2020-03-16,NAGD,3826.03,0-15
44,U001,200752302,KROGER trust,2020-04-30 16:59:11.000000000,2020,1930733767,2020-02-04,2020-04-17,2020-02-04,NAA8,96674.05,0-15
45,CA02,140105686,SYSC llc,2020-05-07 14:45:18.875000000,2020,2960633120,2020-06-05,2020-05-18,2020-08-05,CA10,43230.299,
46,U001,200711029,WEGMAN corp,2020-04-07 21:35:12.625000000,2020,1930742932,2020-03-04,2020-04-18,2020-03-04,NAA8,14382.22,
47,CA02,CCU001,KRAFT  corporation,2020-03-23 11:43:42.000000000,2020,2960622220,2020-03-20,2020-04-27,2020-03-23,NAG2,17828.069,
48,U001,200769623,WAL-MAR llc,2020-06-02 00:08:05.875000000,2020,1930804924,2020-04-21,2020-06-05,2020-04-21,NAH4,35509.95,
49,U001,200769623,WAL-MAR associates,2020-04-17 20:49:05.625000000,2020,1930746955,2020-05-04,2020-04-20,2020-05-04,NAH4,13512.61,
50,U001,200772670,ASSOCIAT corp,2020-09-12 03:04:47.000000000,2020,1930698156,2020-03-24,2020-08-04,2020-03-24,NAU5,24421.33,31-45
51,U001,200769623,WAL-MAR co,2020-03-29 14:34:47.875000000,2020,1930801200,2020-04-19,2020-04-05,2020-04-19,NAH4,11217.33,
52,U001,200769623,WAL-MAR systems,2020-04-25 02:27:17.031250000,2020,1930776682,2020-04-13,2020-04-28,2020-04-13,NAH4,12554.13,
53,U001,200720238,WOODM co,2020-05-26 10:09:19.531250000,2020,1930858727,2020-06-05,2020-05-21,2020-06-05,NAA8,126919.03,0-15
54,CA02,140106408,WAL-M in,2020-05-09 00:49:25.593750000,2020,2960631200,2020-04-25,2020-05-05,2020-04-25,CA10,28537.684,0-15
55,U001,200769623,WAL-MAR co,2020-04-19 01:09:53.593750000,2020,1930729999,2020-01-04,2020-04-16,2020-01-04,NAH4,24834.9,0-15
56,U001,200769623,WAL-MAR us,2020-03-25 04:09:14.750000000,2020,1930653060,2020-03-15,2020-03-30,2020-03-15,NAH4,50202.83,
57,U001,200769623,WAL-MAR us,2020-04-21 08:29:15.406250000,2020,1930715979,2020-01-04,2020-04-16,2020-01-04,NAH4,8299.7,0-15
58,U001,200799367,MCL corporation,2020-08-18 20:24:02.125000000,2020,1930673430,2020-03-24,2020-08-04,2020-03-24,NAA8,51602.13,0-15
59,U001,200759878,SA co,2020-05-09 12:40:24.375000000,2020,1930783249,2020-04-14,2020-04-29,2020-04-14,NAH4,18900.99,0-15
60,U001,200794332,COST corp,2020-04-19 18:44:58.625000000,2020,1930638145,2020-03-14,2020-03-29,2020-03-14,NAAX,49467.7,16-30
61,U001,200515231,US  us,2020-05-21 14:32:08.750000000,2020,1930768145,2020-09-04,2020-04-24,2020-09-04,NAA8,10187.66,16-30
62,U001,200782669,SYGMA corp,2020-04-19 13:43:28.750000000,2020,1930636977,2020-03-13,2020-03-28,2020-03-13,NAA8,237.4,16-30
63,U001,200769623,WAL-MAR foundation,2020-05-28 02:36:11.226562500,2020,1930882979,2020-12-05,2020-05-27,2020-12-05,NAH4,11532.84,0-15
64,U001,200769623,WAL-MAR ,2020-07-19 16:31:57.375000000,2020,1930692833,2020-03-24,2020-08-04,2020-03-24,NAH4,20017.92,
65,U001,200331749,SYSC foundation,2020-05-01 09:20:04.750000000,2020,1930579080,2020-02-28,2020-03-14,2020-02-28,NAA8,5320.85,46-60
66,U001,200772670,ASSOCIAT associates,2020-08-06 01:16:26.234375000,2020,1930819529,2020-04-23,2020-08-05,2020-04-23,NAU5,30900.83,0-15
67,U001,200772670,ASSOCIAT us,2020-05-29 19:20:40.000000000,2020,1930736164,2020-02-04,2020-04-17,2020-02-04,NAU5,65843.26,31-45
68,U001,200706844,WINC foundation,2020-02-20 04:44:19.250000000,2020,1930599854,2020-04-03,2020-03-19,2020-04-03,NAA8,359.44,
69,U001,100043975,JAVA ,2020-05-08 03:25:57.250000000,2020,1930740345,2020-03-04,2020-04-18,2020-03-04,NAA8,1427.36,16-30
70,U001,200762301,C&S WH in,2020-03-23 20:32:43.875000000,2020,1930592552,2020-04-03,2020-03-19,2020-04-03,NAC6,99091.71,0-15
71,U001,200148860,DOLLA associates,2020-07-17 02:01:11.562500000,2020,1930732920,2020-03-04,2020-07-06,2020-03-04,NAGD,6543.44,0-15
72,CA02,100027744,OMEGA AD in,2020-02-15 05:14:20.000000000,2020,2960635652,2020-05-19,2020-05-19,2020-05-19,CAB1,4924.5,
73,U001,100031704,DELHAIZE co,2020-03-21 23:15:58.250000000,2020,1930585468,2020-01-03,2020-03-16,2020-01-03,NAA8,106394.18,0-15
74,U001,200799420,HT HA foundation,2020-10-28 16:34:30.500000000,2020,1930703225,2020-03-25,2020-09-04,2020-03-25,NAA8,801.1,46-60
75,U001,200974851,RESTA systems,2020-09-29 06:11:43.500000000,2020,1930706997,2020-03-26,2020-10-04,2020-03-26,NAA8,3566.69,
76,U001,200769623,WAL-MAR in,2020-05-13 01:51:31.663574219,2020,1930830709,2020-04-28,2020-05-13,2020-04-28,NAH4,8885.57,0-15
77,U001,200793568,SUPE llc,2020-04-11 09:50:07.875000000,2020,1930630388,2020-10-03,2020-03-25,2020-10-03,NAA8,15893.27,16-30
78,U001,200759878,SA foundation,2020-03-27 23:44:35.625000000,2020,1930609945,2020-06-03,2020-03-21,2020-06-03,NAH4,70180.8,0-15
79,U001,200712187,SPAR in,2020-05-12 05:53:12.625000000,2020,1930806222,2020-04-20,2020-05-05,2020-04-20,NAA8,119384.36,0-15
80,U001,100047532,KEYSTON associates,2020-03-19 16:42:49.593750000,2020,1930592834,2020-04-03,2020-03-19,2020-04-03,NAA8,11852.54,0-15
81,U001,200794332,COST co,2020-04-13 15:11:24.250000000,2020,1930562584,2020-02-28,2020-03-19,2020-02-28,NA84,11225.42,16-30
82,U001,200148860,DOLLA associates,2020-06-27 01:38:27.250000000,2020,1930699340,2020-03-25,2020-05-29,2020-03-25,NAGD,5456.75,16-30
83,U001,200794332,COST llc,2020-07-07 16:10:31.000000000,2020,1930862420,2020-08-05,2020-05-23,2020-08-05,NAAX,81500.86,46-60
84,U001,200555117,BURR trust,2020-11-19 01:45:50.125000000,2020,1930709963,2020-03-27,2020-11-04,2020-03-27,NAA8,749.14,16-30
85,U001,200769623,WAL-MAR in,2020-05-22 22:15:47.484375000,2020,1930878284,2020-09-05,2020-05-24,2020-09-05,NAH4,2219.89,
86,U001,200772670,ASSOCIAT corp,2020-06-04 16:29:47.250000000,2020,1930683241,2020-03-21,2020-05-04,2020-03-21,NAU5,15489.78,31-45
87,U001,200707822,PUBLI corporation,2020-05-22 16:47:07.031250000,2020,1930857983,2020-04-05,2020-05-19,2020-04-05,NAA8,126107.91,0-15
88,CA02,140104392,FLANAG us,2020-03-22 05:12:06.687500000,2020,2960619205,2020-06-03,2020-03-20,2020-10-03,CA10,2528.673,0-15
89,U001,200769623,WAL-MAR corp,2020-05-13 01:13:35.538574219,2020,1930831780,2020-04-28,2020-05-13,2020-04-28,NAH4,11545.38,0-15
90,U001,200759878,SA systems,2020-05-03 15:49:55.500000000,2020,1930717567,2020-03-31,2020-04-15,2020-03-31,NAH4,47646.57,16-30
91,U001,200705742,DOT foundation,2020-03-13 14:08:15.921875000,2020,1930581678,2020-02-28,2020-03-14,2020-02-28,NAA8,5932.51,
92,U001,200793568,SUPE trust,2020-07-04 22:34:41.421875000,2020,1930690537,2020-03-23,2020-07-04,2020-03-23,NAA8,1635.76,0-15
93,U001,200726979,BJ'S  ,2020-04-15 16:44:17.625000000,2020,1930646128,2020-12-03,2020-03-27,2020-12-03,NAA8,1286.3,16-30
94,U001,200704858,WAKE corp,2020-04-14 11:06:59.687500000,2020,1930762384,2020-09-04,2020-04-24,2020-09-04,NAA8,99568.42,
95,U001,200780383,MEIJ in,2020-02-06 08:35:34.843750000,2020,1930665025,2020-03-18,2020-02-04,2020-03-18,NAA8,3612.63,0-15
96,U001,200762301,C&S WH associates,2020-04-29 14:35:27.453125000,2020,1930778021,2020-12-04,2020-04-27,2020-12-04,NAC6,102276.04,0-15
97,CA02,140106271,LONGO  in,2020-05-06 06:39:44.875000000,2020,2960626604,2020-03-04,2020-04-17,2020-07-04,CA10,8615.453,16-30
98,CA02,140104423,METRO  us,2020-02-02 17:32:24.500000000,2020,2960628851,2020-04-17,2020-01-05,2020-04-21,CA10,45059.546,16-30
99,U001,200741174,M B  co,2020-05-09 00:30:45.250000000,2020,1930657267,2020-03-16,2020-03-31,2020-03-16,NAA8,5767.83,31-45
100,CA02,100030194,AMAZO llc,2020-03-04 03:36:16.250000000,2020,2960622411,2020-03-18,2020-03-30,2020-03-20,CA10,9851.667,
101,U001,200769623,WAL-MAR trust,2020-04-20 11:28:27.750000000,2020,1930720012,2020-03-30,2020-04-14,2020-03-30,NAH4,42379.83,0-15
102,U001,200592182,DECA in,2020-08-23 02:13:04.375000000,2020,1930822583,2020-04-24,2020-09-05,2020-04-16,NAM4,1761.84,
103,U001,200743996,STATER  co,2020-06-11 17:16:37.062500000,2020,1930686889,2020-03-22,2020-06-04,2020-03-22,NAA8,94612.03,0-15
104,U001,200769623,WAL-MAR in,2020-05-08 20:00:35.187500000,2020,1930787980,2020-04-15,2020-04-30,2020-04-15,NAH4,22226.35,0-15
105,U001,200749782,KROG associates,2020-10-02 22:06:55.343750000,2020,1930822131,2020-04-25,2020-10-05,2020-04-25,NAA8,88502.01,
106,U001,200744019,TARG corp,2020-05-23 22:29:22.000000000,2020,1930641073,2020-03-13,2020-05-17,2020-03-13,NAGD,1982.06,0-15
107,U001,200769623,WAL-MAR foundation,2020-06-05 18:42:26.664062500,2020,1930804577,2020-04-21,2020-06-05,2020-04-21,NAH4,2326.08,0-15
108,U001,200705742,DOT us,2020-03-14 18:34:45.421875000,2020,1930592413,2020-02-03,2020-03-17,2020-02-03,NAA8,9822.38,
109,U001,200744019,TARG trust,2020-05-21 15:50:25.984375000,2020,1930857489,2020-05-05,2020-05-20,2020-05-05,NAA8,29592.42,0-15
110,U001,200772670,ASSOCIAT associates,2020-05-30 20:39:55.750000000,2020,1930739252,2020-03-04,2020-04-18,2020-03-04,NAU5,47903.76,31-45
111,U001,200769623,WAL-MAR corporation,2020-07-23 22:25:43.312500000,2020,1930692953,2020-03-24,2020-08-04,2020-03-24,NAH4,1898.9,
112,U001,200900909,SYSCO in,2020-04-27 00:07:32.750000000,2020,1930741081,2020-03-04,2020-04-18,2020-03-04,NAA8,7524.17,0-15
113,U001,200424504,M  in,2020-06-26 19:33:14.500000000,2020,1930830032,2020-04-28,2020-04-15,2020-04-15,NACG,2428.04,Greatar than 60
114,U001,100031704,DELHAIZE trust,2020-07-01 04:15:50.312500000,2020,1930794735,2020-04-16,2020-06-20,2020-04-16,NAGD,1176.59,0-15
115,U001,200764795,SYSCO  us,2020-04-29 23:49:35.437500000,2020,1930637455,2020-03-18,2020-04-19,2020-03-18,NA32,10978.51,0-15
116,U001,200337148,COAS systems,2020-03-18 21:24:47.109375000,2020,1930587342,2020-02-03,2020-03-17,2020-02-03,NAA8,45127.79,0-15
117,U001,200416837,DEC llc,2020-04-28 15:46:30.250000000,2020,1930599382,2020-04-03,2020-03-24,2020-01-03,NAM4,398.16,31-45
118,U001,200769623,WAL-MAR llc,2020-03-17 11:36:26.312500000,2020,1930623646,2020-09-03,2020-03-24,2020-09-03,NAH4,58726.21,
119,U001,200726979,BJ'S  associates,2020-04-15 16:44:17.625000000,2020,1930645815,2020-12-03,2020-03-27,2020-12-03,NAA8,588.49,16-30
120,U001,200721222,GO us,2020-05-11 20:40:37.125000000,2020,1930800642,2020-04-20,2020-05-05,2020-04-20,NAA8,25685.07,0-15
121,U001,200772595,SAFEW corporation,2020-04-29 00:32:12.250000000,2020,1930729101,2020-02-04,2020-04-17,2020-02-04,NAA8,10020.14,0-15
122,U001,200820380,SMITH'S trust,2020-04-30 20:06:05.750000000,2020,1930716191,2020-03-30,2020-04-14,2020-03-30,NAA8,48022.97,16-30
123,U001,200793568,SUPE corporation,2020-05-09 06:54:38.000000000,2020,1930779652,2020-04-14,2020-04-29,2020-04-14,NAA8,36623.03,0-15
124,U001,200706844,WINC corp,2020-03-28 15:41:00.000000000,2020,1930732708,2020-01-04,2020-04-16,2020-01-04,NAA8,22644.53,
125,U001,100043975,JAVA co,2020-04-04 06:15:54.875000000,2020,1930586661,2020-02-03,2020-03-17,2020-02-03,NAA8,7212.0,16-30
126,U001,200769623,WAL-MAR llc,2020-08-16 00:39:33.250000000,2020,1930692548,2020-03-25,2020-09-04,2020-03-25,NAH4,15797.23,
127,U001,200762301,C&S WH in,2020-04-09 10:15:57.500000000,2020,1930630515,2020-11-03,2020-03-26,2020-11-03,NAC6,2018.45,0-15
128,U001,200769623,WAL-MAR foundation,2020-03-16 20:49:05.625000000,2020,1930593446,2020-04-03,2020-03-19,2020-04-03,NAH4,14706.98,
129,U001,200729290,KROGER ,2020-03-10 07:50:04.562500000,2020,1930599215,2020-04-03,2020-03-19,2020-04-03,NAA8,115494.14,
130,U001,200769623,WAL-MAR us,2020-11-20 16:43:22.875000000,2020,1930827122,2020-04-27,2020-12-05,2020-04-27,NAH4,1898.9,
131,U001,200769623,WAL-MAR us,2020-04-16 02:11:11.375000000,2020,1930750644,2020-06-04,2020-04-21,2020-06-04,NAH4,37684.36,
132,U001,200705372,FR corporation,2020-03-20 22:34:48.750000000,2020,1930637990,2020-03-13,2020-03-28,2020-03-13,NAA8,19961.05,
133,U001,200769623,WAL-MAR llc,2020-05-25 00:58:23.687500000,2020,1930675431,2020-03-22,2020-06-04,2020-03-22,NAH4,11826.09,
134,U001,200742791,QUI in,2020-03-28 22:36:00.281250000,2020,1930603823,2020-10-03,2020-03-25,2020-10-03,NAA8,24843.48,0-15
135,U001,200743996,STATER  corporation,2020-05-04 21:40:32.750000000,2020,1930718352,2020-03-30,2020-04-14,2020-03-30,NAA8,32224.05,16-30
136,U001,200769623,WAL-MAR us,2020-04-18 21:27:01.750000000,2020,1930752522,2020-06-04,2020-04-21,2020-06-04,NAH4,9937.06,
137,U001,200759878,SA corporation,2020-05-04 05:52:30.625000000,2020,1930752430,2020-08-04,2020-04-23,2020-08-04,NAH4,12417.47,0-15
138,U001,200762301,C&S WH us,2020-03-28 16:08:53.625000000,2020,1930584581,2020-02-03,2020-03-17,2020-02-03,NAC6,4301.57,0-15
139,U001,200769623,WAL-MAR ,2020-06-05 13:24:14.125000000,2020,1930885637,2020-12-05,2020-05-27,2020-12-05,NAH4,22549.83,0-15
140,U001,100043936,PAPA JO foundation,2020-03-28 13:47:58.750000000,2020,1930627707,2020-10-03,2020-03-20,2020-10-03,NA10,18145.19,0-15
141,U001,200744019,TARG co,2020-05-13 19:04:58.500000000,2020,1930748869,2020-05-04,2020-04-20,2020-05-04,NAA8,97776.0,16-30
142,U001,200794332,COST ,2020-05-07 22:49:51.125000000,2020,1930720706,2020-02-04,2020-04-17,2020-02-04,NAAX,31599.18,16-30
143,U001,200740393,LABAT ,2020-04-13 11:49:40.000000000,2020,1930585380,2020-03-03,2020-03-18,2020-03-03,NAA8,52645.42,16-30
144,U001,200769623,WAL-MAR systems,2020-04-05 08:20:24.718750000,2020,1930671465,2020-03-20,2020-04-04,2020-03-20,NAH4,21113.92,0-15
145,U001,200762301,C&S WH co,2020-03-22 06:49:33.625000000,2020,1930577119,2020-02-27,2020-03-13,2020-02-27,NAC6,137768.6,0-15
146,U001,200759878,SA in,2020-05-01 11:29:39.562500000,2020,1930748365,2020-05-04,2020-04-20,2020-05-04,NAH4,13548.66,0-15
147,U001,200759878,SA corporation,2020-12-05 22:38:30.515625000,2020,1930825574,2020-04-27,2020-12-05,2020-04-27,NAH4,35898.48,0-15
148,U001,200704858,WAKE llc,2020-02-23 05:57:04.000000000,2020,1930655118,2020-03-16,2020-03-31,2020-03-16,NAA8,109248.63,
149,U001,200762301,C&S WH foundation,2020-03-16 13:21:29.000000000,2020,1930654407,2020-03-16,2020-03-31,2020-03-16,NAC6,7465.1,
150,U001,200803720,DEC corporation,2020-10-22 22:26:11.375000000,2020,1930872721,2020-07-05,2020-11-05,2020-01-05,NAM2,4729.18,
151,U001,200078795,H T H llc,2020-06-03 11:55:25.125000000,2020,1930861108,2020-05-05,2020-05-20,2020-05-05,NAA8,1412.26,0-15
152,U001,200519201,KROGE llc,2020-11-06 14:12:57.500000000,2020,1930709582,2020-03-28,2020-12-04,2020-03-28,NAA8,15477.22,
153,U001,200744019,TARG corp,2020-04-27 02:48:34.125000000,2020,1930753198,2020-07-04,2020-04-22,2020-07-04,NAA8,19195.56,0-15
154,U001,200786288,FAMILY in,2020-04-24 20:53:48.046875000,2020,1930759958,2020-08-04,2020-04-23,2020-08-04,NAC6,66230.48,0-15
155,U001,200418007,AM systems,2020-05-27 00:54:55.750000000,2020,1930732102,2020-02-04,2020-04-17,2020-02-04,NAA8,47393.05,31-45
156,U001,200466603,SMITH'S systems,2020-02-22 04:10:55.375000000,2020,1930664246,2020-03-18,2020-02-04,2020-03-18,NAA8,142732.08,16-30
157,CA02,140106408,WAL-M associates,2020-01-04 02:22:38.750000000,2020,2960622798,2020-03-23,2020-02-04,2020-03-23,CA10,5791.485,
158,U001,200762301,C&S WH in,2020-05-18 14:29:46.750000000,2020,1930721389,2020-01-04,2020-05-06,2020-01-04,NAGD,7943.13,0-15
159,U001,200761734,H E BUT associates,2020-04-07 01:37:37.375000000,2020,1930632938,2020-10-03,2020-03-25,2020-10-03,NAA8,91756.55,0-15
160,U001,200769623,WAL-MAR foundation,2020-04-01 07:02:59.125000000,2020,1930611981,2020-08-03,2020-03-23,2020-08-03,NAH4,24282.42,0-15
161,U001,200769623,WAL-MAR llc,2020-03-05 21:28:36.765625000,2020,1930793187,2020-04-18,2020-03-05,2020-04-18,NAH4,10903.6,0-15
162,U001,200769623,WAL-MAR us,2020-07-30 18:51:25.187500000,2020,1930692727,2020-03-24,2020-08-04,2020-03-24,NAH4,51516.27,
163,U001,200744019,TARG us,2020-06-15 02:15:42.375000000,2020,1930813045,2020-04-21,2020-06-05,2020-04-21,NAA8,5887.21,0-15
164,U001,200726979,BJ'S  systems,2020-04-11 19:18:38.750000000,2020,1930643416,2020-12-03,2020-03-27,2020-12-03,NAA8,14149.02,16-30
165,U001,200706844,WINC co,2020-03-22 19:07:54.500000000,2020,1930760026,2020-03-31,2020-04-15,2020-03-31,NAA8,38905.5,
166,U001,200418007,AM us,2020-06-10 06:32:09.750000000,2020,1930650673,2020-03-14,2020-05-18,2020-03-14,NAGD,1011.24,16-30
167,U001,200799367,MCL in,2020-06-17 21:53:00.500000000,2020,1930720975,2020-03-31,2020-04-15,2020-03-31,NAA8,124605.44,Greatar than 60
168,U001,200772595,SAFEW corporation,2020-08-24 19:13:10.437500000,2020,1930705040,2020-03-25,2020-09-04,2020-03-25,NAA8,32039.34,
169,U001,200759878,SA llc,2020-10-31 02:59:17.500000000,2020,1930700242,2020-03-27,2020-11-04,2020-03-27,NAH4,50054.82,
170,U001,CCU013,KRAFT F in,2020-04-10 08:30:49.000000000,2020,1930570370,2020-02-28,2020-02-28,2020-02-28,NAX2,37209.64,31-45
171,U001,200726979,BJ'S  in,2020-04-16 21:34:13.750000000,2020,1930629390,2020-09-03,2020-03-24,2020-09-03,NAA8,467.72,16-30
172,U001,200526831,PERISH associates,2020-03-22 18:18:59.625000000,2020,1930666168,2020-03-19,2020-03-04,2020-03-19,NAA8,134095.09,16-30
173,U001,200769623,WAL-MAR llc,2020-05-18 05:08:15.320312500,2020,1930845835,2020-02-05,2020-05-17,2020-02-05,NAH4,292.94,0-15
174,U001,100031704,DELHAIZE corp,2020-06-23 00:29:14.250000000,2020,1930844129,2020-04-30,2020-05-15,2020-04-30,NAA8,92271.69,31-45
175,U001,200769623,WAL-MAR in,2020-01-20 21:51:01.125000000,2020,1930662779,2020-03-18,2020-02-04,2020-03-18,NAH4,35023.47,
176,U001,200020431,DEC systems,2020-04-24 06:13:30.500000000,2020,1930599834,2020-04-03,2020-03-24,2020-01-03,NAM4,4551.58,31-45
177,U001,200726979,BJ'S  ,2020-04-27 22:26:53.187500000,2020,1930730591,2020-01-04,2020-04-16,2020-01-04,NAA8,261.84,0-15
178,U001,200769623,WAL-MAR foundation,2020-03-26 13:06:51.062500000,2020,1930652678,2020-03-15,2020-03-30,2020-03-15,NAH4,33837.66,
179,U001,200729942,SA ,2020-02-19 23:12:11.875000000,2020,1930798198,2020-04-17,2020-02-05,2020-04-17,NAA8,11696.53,0-15
180,U001,200705742,DOT systems,2020-08-14 18:43:10.312500000,2020,1930810367,2020-04-23,2020-08-05,2020-04-23,NAA8,8115.04,0-15
181,U001,200777735,NASH  co,2020-02-07 16:25:36.718750000,2020,1930670844,2020-03-18,2020-02-04,2020-03-18,NAA8,152067.79,0-15
